rgn_id,year,habitat,health
1,2003,soft_bottom,1
1,2004,soft_bottom,1
1,2005,soft_bottom,1
1,2006,soft_bottom,1
1,2007,soft_bottom,1
1,2008,soft_bottom,1
1,2009,soft_bottom,1
1,2010,soft_bottom,1
1,2011,soft_bottom,1
1,2012,soft_bottom,1
1,2013,soft_bottom,1
1,2014,soft_bottom,1
1,2015,soft_bottom,1
