"region_id","common","class","sciname","category","status","year"
1,"checkerboard wrasse","actinopterygii","halichoeres hortulanus","LC",1,2020
1,"whiteband maori wrasse","actinopterygii","oxycheilinus unifasciatus","LC",1,2020
1,"yellow-brown wrasse","actinopterygii","thalassoma lutescens","LC",1,2020
1,"thin-line maori wrasse","actinopterygii","oxycheilinus arenatus","LC",1,2020
1,"sling-jaw wrasse","actinopterygii","epibulus insidiator","LC",1,2020
1,"five striped surge wrasse","actinopterygii","thalassoma quinquevittatum","LC",1,2020
1,NA,"actinopterygii","oxycheilinus lineatus","LC",1,2020
1,"four-lined wrasse","actinopterygii","pseudocheilinus tetrataenia","LC",1,2020
1,NA,"actinopterygii","labropsis polynesica","LC",1,2020
1,"purple wrasse","actinopterygii","thalassoma purpureum","LC",1,2020
1,"yellowstriped hogfish","actinopterygii","polylepion russelli","LC",1,2020
1,"carolines parrotfish","actinopterygii","calotomus carolinus","LC",1,2020
1,"bicolor parrotfish","actinopterygii","cetoscarus ocellatus","LC",1,2020
1,"globehead parrotfish","actinopterygii","scarus globiceps","LC",1,2020
1,"filament-finned parrotfish","actinopterygii","scarus altipinnis","LC",1,2020
1,"steephead parrotfish","actinopterygii","chlorurus microrhinos","LC",1,2020
1,"common parrotfish","actinopterygii","scarus psittacus","LC",1,2020
1,"dusky parrotfish","actinopterygii","scarus niger","LC",1,2020
1,"forsten's parrotfish","actinopterygii","scarus forsteni","LC",1,2020
1,"blue banded parrotfish","actinopterygii","scarus pyrrostethus","LC",1,2020
1,"blue parrotfish","actinopterygii","scarus oviceps","LC",1,2020
1,"yellowband parrotfish","actinopterygii","scarus schlegeli","LC",1,2020
1,"white-barred pink wrasse","actinopterygii","pseudocheilinus ocellatus","LC",1,2020
1,"barred thicklip wrasse","actinopterygii","hemigymnus fasciatus","LC",1,2020
1,"sharp-nosed rainbowfish","actinopterygii","cheilio inermis","LC",1,2020
1,"blue-streak cleaner wrasse","actinopterygii","labroides dimidiatus","LC",1,2020
1,"red-spot rainbowfish","actinopterygii","stethojulis bandanensis","LC",1,2020
1,"pearl-spotted wrasse","actinopterygii","halichoeres margaritaceus","LC",1,2020
1,"three-spot wrasse","actinopterygii","halichoeres trimaculatus","LC",1,2020
1,"silver-streaked rainbowfish","actinopterygii","stethojulis strigiventer","LC",1,2020
1,"turncoat hogfish","actinopterygii","bodianus axillaris","LC",1,2020
1,"twospot maori wrasse","actinopterygii","oxycheilinus bimaculatus","LC",1,2020
1,"purple club-nosed wrasse","actinopterygii","gomphosus varius","LC",1,2020
1,"whitebanded sharpnose wrasse","actinopterygii","wetmorella albofasciata","LC",1,2020
1,"ocellated wrasse","actinopterygii","halichoeres melasmapomus","LC",1,2020
1,"scott's wrasse","actinopterygii","cirrhilabrus scottorum","LC",1,2020
1,"eightstripe wrasse","actinopterygii","pseudocheilinus octotaenia","LC",1,2020
1,"long blue-lined wrasse","actinopterygii","pseudojuloides cerasinus","DD",NA,2020
1,"point-head maori wrasse","actinopterygii","cheilinus oxycephalus","LC",1,2020
1,"disappearing wrasse","actinopterygii","pseudocheilinus evanidus","LC",1,2020
1,"knife razorfish","actinopterygii","cymolutes praetextatus","LC",1,2020
1,"blackspotted wrasse","actinopterygii","macropharyngodon meleagris","LC",1,2020
1,"narrow-banded rainbowfish","actinopterygii","hologymnosus annulatus","LC",1,2020
1,NA,"actinopterygii","halichoeres claudia","LC",1,2020
1,"indianfish blue razorfish","actinopterygii","iniistius pavo","LC",1,2020
1,"green-blocked wrasse","actinopterygii","thalassoma trilobatum","LC",1,2020
1,"chisel-tooth wrasse","actinopterygii","pseudodax moluccanus","LC",1,2020
1,"lyre-tail hogfish","actinopterygii","bodianus anthioides","LC",1,2020
1,"bluespotted wrasse","actinopterygii","anampses caeruleopunctatus","LC",1,2020
1,"spotted wrasse","actinopterygii","anampses meleagrides","LC",1,2020
1,"redlip cleaner wrasse","actinopterygii","labroides rubrolabiatus","LC",1,2020
1,"two-colour cleaner wrasse","actinopterygii","labroides bicolor","LC",1,2020
1,"halstead's razorfish","actinopterygii","xyrichtys halsteadi","LC",1,2020
1,"yellowbreasted wrasse","actinopterygii","anampses twistii","LC",1,2020
1,"false clownwrasse","actinopterygii","coris aygula","LC",1,2020
1,"tricolour parrotfish","actinopterygii","scarus tricolor","LC",1,2020
1,"bullethead parrotfish","actinopterygii","chlorurus spilurus","LC",1,2020
1,"ember parrotfish","actinopterygii","scarus rubroviolaceus","LC",1,2020
1,"pacific longnose parrotfish","actinopterygii","hipposcarus longiceps","LC",1,2020
1,"bridled parrotfish","actinopterygii","scarus frenatus","LC",1,2020
1,"marbled parrotfish","actinopterygii","leptoscarus vaigiensis","LC",1,2020
1,"tan-faced parrotfish","actinopterygii","chlorurus frontalis","LC",1,2020
1,"swamp harrier","aves","circus approximans","LC",1,2020
1,"pacific reef-egret","aves","egretta sacra","LC",1,2020
1,"white-bellied storm-petrel","aves","fregetta grallaria","LC",1,2020
1,"black-bellied storm-petrel","aves","fregetta tropica","LC",1,2020
1,"chatham albatross","aves","thalassarche eremita","VU",0.6,2020
1,"common white tern","aves","gygis alba","LC",1,2020
1,"wilson's storm-petrel","aves","oceanites oceanicus","LC",1,2020
1,"polynesian storm-petrel","aves","nesofregetta fuliginosa","EN",0.4,2020
1,"bristle-thighed curlew","aves","numenius tahitiensis","VU",0.6,2020
1,"grey-backed tern","aves","onychoprion lunatus","LC",1,2020
1,"white-faced storm-petrel","aves","pelagodroma marina","LC",1,2020
1,"blue noddy","aves","anous ceruleus","LC",1,2020
1,"tahiti petrel","aves","pseudobulweria rostrata","NT",0.8,2020
1,"kermadec petrel","aves","pterodroma neglecta","LC",1,2020
1,"phoenix petrel","aves","pterodroma alba","EN",0.4,2020
1,"white-necked petrel","aves","pterodroma cervicalis","VU",0.6,2020
1,"herald petrel","aves","pterodroma heraldica","LC",1,2020
1,"tropical shearwater","aves","puffinus bailloni","LC",1,2020
1,"christmas shearwater","aves","puffinus nativitatis","LC",1,2020
1,"greater crested tern","aves","thalasseus bergii","LC",1,2020
1,"wandering tattler","aves","tringa incana","LC",1,2020
1,"spotless crake","aves","zapornia tabuensis","LC",1,2020
1,"henderson petrel","aves","pterodroma atrata","EN",0.4,2020
1,"tahiti swallow","aves","hirundo tahitica","LC",1,2020
1,"black petrel","aves","procellaria parkinsoni","VU",0.6,2020
1,"cook's petrel","aves","pterodroma cookii","VU",0.6,2020
1,"mottled petrel","aves","pterodroma inexpectata","NT",0.8,2020
1,"black-winged petrel","aves","pterodroma nigripennis","LC",1,2020
1,"white-winged petrel","aves","pterodroma leucoptera","VU",0.6,2020
1,"murphy's petrel","aves","pterodroma ultima","NT",0.8,2020
1,"masked booby","aves","sula dactylatra","LC",1,2020
1,"brown booby","aves","sula leucogaster","LC",1,2020
1,"red-footed booby","aves","sula sula","LC",1,2020
1,"buller's shearwater","aves","ardenna bulleri","VU",0.6,2020
1,"collared petrel","aves","pterodroma brevipes","VU",0.6,2020
1,"red-tailed tropicbird","aves","phaethon rubricauda","LC",1,2020
1,"pacific black duck","aves","anas superciliosa","LC",1,2020
1,"brown noddy","aves","anous stolidus","LC",1,2020
1,"black noddy","aves","anous minutus","LC",1,2020
1,"ruddy turnstone","aves","arenaria interpres","LC",1,2020
1,"green-backed heron","aves","butorides striata","LC",1,2020
1,"lesser frigatebird","aves","fregata ariel","LC",1,2020
1,"white-tailed tropicbird","aves","phaethon lepturus","LC",1,2020
1,"wedge-tailed shearwater","aves","ardenna pacifica","LC",1,2020
1,"short-tailed shearwater","aves","ardenna tenuirostris","LC",1,2020
1,"great frigatebird","aves","fregata minor","LC",1,2020
1,"sooty tern","aves","onychoprion fuscatus","LC",1,2020
1,"leatherback turtle","reptilia","dermochelys coriacea","CR",0.2,2020
1,"sharptooth lemon shark","chondrichthyes","negaprion acutidens","VU",0.6,2020
1,"shortfin mako","chondrichthyes","isurus oxyrinchus","EN",0.4,2020
1,"humpback whale","mammalia","megaptera novaeangliae","LC",1,2020
1,"loggerhead turtle","reptilia","caretta caretta","CR",0.2,2020
1,"green turtle","reptilia","chelonia mydas","EN",0.4,2020
