"","region_id","year","status"
"1",3,2000,0
"2",3,2001,0
"3",3,2002,0
"4",3,2003,0
"5",3,2004,0
"6",3,2005,0
"7",3,2006,0
"8",3,2007,0
"9",3,2008,0
"10",3,2009,0
"11",3,2010,0
"12",3,2011,0
"13",3,2012,0
"14",3,2013,0
"15",3,2014,0
"16",3,2015,0
"17",3,2016,0
"18",3,2017,0
"19",3,2018,0
"20",3,2019,0
"21",3,2020,0
