rgn_id,year,pressure_score
1,2007,3.27851459457175e-5
1,2008,2.22695370071007e-8
1,2009,7.63188785161467e-9
1,2010,0
1,2011,0
1,2012,0
1,2013,3.25662624359539e-8
1,2014,3.25662624359539e-8
1,2015,1.26130647558617e-7
1,2016,1.70036110059279e-7
1,2017,1.80126675412092e-7
