rgn_id,year,pressure_score
1,2009,0
1,2010,0.00579243195563087
1,2011,0.0148466560436457
1,2012,0.0533613363721904
1,2013,0.0849203984646238
1,2014,0.0149640699800254
1,2015,0.0510637722230011
1,2016,0.116893479052333
1,2017,0.0835808749323034
1,2018,0.113771771468769
